,hsa:338442,hsa:1812,hsa:1813,hsa:5739,hsa:9052,hsa:148,hsa:153,hsa:154,hsa:64805,hsa:1814,hsa:4986,hsa:1128,hsa:1129,hsa:1131,hsa:1132,hsa:1133,hsa:150,hsa:151,hsa:3577,hsa:5731,hsa:5732,hsa:134,hsa:135,hsa:140,hsa:11255,hsa:3269,hsa:59340,hsa:2550,hsa:146,hsa:147,hsa:155,hsa:1816,hsa:3356,hsa:3360,hsa:152,hsa:1815,hsa:3350,hsa:3351,hsa:3352,hsa:3354,hsa:3355,hsa:3357,hsa:3358,hsa:3361,hsa:3362,hsa:3363,hsa:3274,hsa:4988,hsa:1268,hsa:6915,hsa:5737,hsa:136,hsa:185,hsa:10800,hsa:1241,hsa:56413,hsa:57105,hsa:5733,hsa:6751,hsa:6752,hsa:8843,hsa:10161,hsa:2846,hsa:5028,hsa:5029,hsa:5030,hsa:5031,hsa:5032,hsa:9934,hsa:4985,hsa:2911,hsa:2912,hsa:2913,hsa:2914,hsa:2915,hsa:2916,hsa:2917,hsa:2918,hsa:222545,hsa:1909,hsa:1910,hsa:552,hsa:554,hsa:9283,hsa:5724,hsa:23620,hsa:7201,hsa:6753,hsa:6755,hsa:4543,hsa:1234,hsa:886,hsa:887,hsa:5729,hsa:6010
hsa:338442,1.0,0.990680456161499,0.9913381338119507,0.9287362694740295,0.9940431118011475,0.9925656914710999,0.8932011127471924,0.9926615953445435,0.9210476875305176,0.9917365312576294,0.995872974395752,0.9798073768615723,0.9735841155052185,0.993041455745697,0.9801744818687439,0.9900570511817932,0.9221125841140747,0.9678490161895752,0.9937260746955872,0.8718073964118958,0.9820554852485657,0.9858089685440063,0.9794758558273315,0.9766805171966553,0.9416565895080566,0.9937475919723511,0.9256737232208252,0.9939718246459961,0.9078336358070374,0.9638797640800476,0.9182857871055603,0.981687605381012,0.967936635017395,0.989381730556488,0.9011359214782715,0.8692635893821716,0.9827049970626831,0.9899369478225708,0.993747889995575,0.9907268285751343,0.9290045499801636,0.9454393982887268,0.9594266414642334,0.980748176574707,0.9320194125175476,0.9941539168357849,0.9940816164016724,0.9860261678695679,0.9937667846679688,0.9221085906028748,0.9267026782035828,0.9925130009651184,0.9191360473632812,0.8983084559440613,0.951092541217804,0.901737630367279,0.9641880393028259,0.9795225262641907,0.9757227897644043,0.9915527701377869,0.9990769624710083,0.8737682104110718,0.9338055849075317,0.9899147748947144,0.9616876840591431,0.9863128662109375,0.9618345499038696,0.9393447041511536,0.9298622608184814,0.950391411781311,0.994484007358551,0.9775130748748779,0.9885533452033997,0.9794750213623047,0.993283212184906,0.9539546966552734,0.9887344837188721,0.9725601673126221,0.9328652620315552,0.9604068994522095,0.9768180847167969,0.9872031807899475,0.952867865562439,0.9752025604248047,0.9955064654350281,0.9500339031219482,0.9513455033302307,0.9483411312103271,0.9368082880973816,0.9947970509529114,0.9785377383232117,0.9953948259353638,0.9698861837387085,0.9815506935119629,0.9901773929595947
hsa:1812,0.990680456161499,1.0,0.9830976128578186,0.9054489135742188,0.9939889907836914,0.9867839813232422,0.864191472530365,0.995799720287323,0.9479198455810547,0.9937416315078735,0.9910695552825928,0.9683001041412354,0.988408088684082,0.9958911538124084,0.9687941074371338,0.9964529871940613,0.8948517441749573,0.9473465085029602,0.9958052039146423,0.8396601676940918,0.9695162177085876,0.9693797826766968,0.9672213196754456,0.9900383353233337,0.9174330234527588,0.9975004196166992,0.9525900483131409,0.9906361699104309,0.883111834526062,0.9469879269599915,0.8953608870506287,0.9676101207733154,0.9837420582771301,0.9962800741195679,0.8714832663536072,0.8375638127326965,0.97028648853302,0.9867686629295349,0.991239607334137,0.9958219528198242,0.9547799229621887,0.9676902890205383,0.9769335985183716,0.9690448641777039,0.9075449109077454,0.9904875755310059,0.9934724569320679,0.9935744404792786,0.9950716495513916,0.8955470323562622,0.9548933506011963,0.9915552139282227,0.9435960054397583,0.930246889591217,0.9321385622024536,0.8741053342819214,0.9809744358062744,0.96644127368927,0.9616914391517639,0.996255099773407,0.9925500750541687,0.9058570265769958,0.9597082138061523,0.9953299164772034,0.9486571550369263,0.9821661710739136,0.9492783546447754,0.9188464283943176,0.9554228782653809,0.9289863705635071,0.9934953451156616,0.9686909914016724,0.9962498545646667,0.9686442613601685,0.995694637298584,0.935681164264679,0.9964906573295593,0.9881162643432617,0.9585281014442444,0.9785804748535156,0.990143358707428,0.9769304394721985,0.9351539611816406,0.9627111554145813,0.9912424683570862,0.9304941892623901,0.973430335521698,0.9241962432861328,0.9109729528427124,0.9910297393798828,0.9889242053031921,0.9904029369354248,0.9574665427207947,0.9699630737304688,0.979809582233429
hsa:1813,0.9913381338119507,0.9830976128578186,1.0,0.952498197555542,0.9865424633026123,0.9943930506706238,0.9264584183692932,0.9860307574272156,0.8888895511627197,0.9924893379211426,0.9923612475395203,0.9881812334060669,0.9546991586685181,0.9809446930885315,0.9907053709030151,0.9805115461349487,0.9483265280723572,0.9810327887535095,0.9851046800613403,0.9049129486083984,0.9877471923828125,0.9921298027038574,0.9900855422019958,0.9585433602333069,0.9642852544784546,0.9854275584220886,0.8927447199821472,0.9931159615516663,0.937676191329956,0.9796020984649658,0.9454575777053833,0.9920361042022705,0.9466522932052612,0.9757351279258728,0.9316226243972778,0.9067416787147522,0.9915083050727844,0.9941039681434631,0.9943118095397949,0.9828159213066101,0.8971627950668335,0.9168273210525513,0.9349223375320435,0.9914314150810242,0.9558619260787964,0.9935150146484375,0.9930764436721802,0.9736567735671997,0.990851879119873,0.9486135840415955,0.8955734968185425,0.9906131625175476,0.8833919167518616,0.8615343570709229,0.9707111120223999,0.9303703904151917,0.9395900964736938,0.9894987344741821,0.9896286129951477,0.9860178232192993,0.9878296852111816,0.8332133889198303,0.9050042033195496,0.9790428280830383,0.9800068140029907,0.9921886920928955,0.9755584597587585,0.9612138867378235,0.8989676237106323,0.9729881286621094,0.9929029941558838,0.9889926314353943,0.9790084362030029,0.9916352033615112,0.9893858432769775,0.975339949131012,0.9790917634963989,0.952268123626709,0.9019082188606262,0.9369550943374634,0.9577755928039551,0.9920486211776733,0.9702741503715515,0.9866766929626465,0.9902036786079407,0.9714406132698059,0.9252737164497375,0.9692736864089966,0.961123526096344,0.9927206039428711,0.9577962160110474,0.9874346256256104,0.9840824604034424,0.9890038967132568,0.9960933923721313
hsa:5739,0.9287362694740295,0.9054489135742188,0.952498197555542,1.0,0.9221010804176331,0.9558687210083008,0.9902917742729187,0.9159179329872131,0.7517608404159546,0.9364948868751526,0.9298652410507202,0.9773921370506287,0.846223771572113,0.9050889015197754,0.9751335382461548,0.9068977236747742,0.993098258972168,0.9897353053092957,0.9150838255882263,0.9864712357521057,0.9760624766349792,0.9701113700866699,0.978471040725708,0.8561354279518127,0.9960955381393433,0.9115813374519348,0.7522209882736206,0.9487260580062866,0.9937769770622253,0.9889424443244934,0.9963420629501343,0.9781233072280884,0.832730233669281,0.8897907733917236,0.9915595650672913,0.9847381114959717,0.970538854598999,0.9488996863365173,0.9450984597206116,0.8985642194747925,0.7605429887771606,0.7864977717399597,0.8165282607078552,0.9761775732040405,0.9973554015159607,0.9461478590965271,0.9379904270172119,0.8806861639022827,0.9246496558189392,0.9965915679931641,0.7600206732749939,0.940044105052948,0.7458749413490295,0.7149434089660645,0.9945223927497864,0.9942810535430908,0.821898877620697,0.9784895181655884,0.9794106483459473,0.9091716408729553,0.9178642630577087,0.6744929552078247,0.7710668444633484,0.8974157571792603,0.9890962243080139,0.9606859087944031,0.984730064868927,0.9952877759933472,0.7615245580673218,0.9917318224906921,0.9404304027557373,0.9767677187919617,0.900442361831665,0.9786126017570496,0.9308803677558899,0.9944042563438416,0.8982736468315125,0.8456491827964783,0.7655191421508789,0.8187746405601501,0.858058512210846,0.9657390713691711,0.9932831525802612,0.9812936186790466,0.9234715104103088,0.9928452372550964,0.7997012138366699,0.995837390422821,0.9944900870323181,0.935247004032135,0.8532941937446594,0.9322589635848999,0.9846852421760559,0.971466600894928,0.9585580825805664
hsa:9052,0.9940431118011475,0.9939889907836914,0.9865424633026123,0.9221010804176331,1.0,0.9914925694465637,0.8834788203239441,0.9937858581542969,0.9336954355239868,0.9924609661102295,0.9930800199508667,0.9757815599441528,0.9799724221229553,0.9940319061279297,0.9744964838027954,0.9931076169013977,0.913495659828186,0.9615069031715393,0.9941117763519287,0.8602686524391174,0.9779226183891296,0.9805647134780884,0.9740889072418213,0.9824610352516174,0.9322958588600159,0.9968820810317993,0.9383656978607178,0.9926021099090576,0.9005948305130005,0.9583198428153992,0.9108821153640747,0.9765806794166565,0.9751027226448059,0.9921493530273438,0.8908018469810486,0.8577903509140015,0.9791417121887207,0.9904167056083679,0.9931833744049072,0.9929357767105103,0.9389356374740601,0.9553294777870178,0.9671779274940491,0.9773982763290405,0.9226704239845276,0.9928063750267029,0.9920881390571594,0.9882024526596069,0.994189977645874,0.913402259349823,0.9361386895179749,0.9917996525764465,0.9312127232551575,0.9142698049545288,0.9448089003562927,0.8920144438743591,0.970474898815155,0.9746097922325134,0.9710448980331421,0.9931191205978394,0.993662416934967,0.8874955773353577,0.944955050945282,0.9912621378898621,0.9569098949432373,0.9839499592781067,0.9557130932807922,0.9308010339736938,0.9404500722885132,0.9413588047027588,0.9950106143951416,0.9733433723449707,0.9916956424713135,0.9752119779586792,0.994964063167572,0.9474937915802002,0.9918378591537476,0.9793242812156677,0.9429087042808533,0.9665855765342712,0.9812625050544739,0.9824504256248474,0.9448711276054382,0.9705057740211487,0.9928398728370667,0.9437559247016907,0.9581974744796753,0.9396488070487976,0.9254522919654846,0.9923842549324036,0.9833135604858398,0.9947483539581299,0.9662129282951355,0.9765156507492065,0.9866753220558167
hsa:148,0.9925656914710999,0.9867839813232422,0.9943930506706238,0.9558687210083008,0.9914925694465637,1.0,0.9268090724945068,0.9885119199752808,0.9001446962356567,0.9935597777366638,0.993111789226532,0.9913045763969421,0.9598768353462219,0.9868494868278503,0.9903935790061951,0.985419750213623,0.9496961236000061,0.983587384223938,0.989014208316803,0.9081587195396423,0.9928193688392639,0.9916117191314697,0.9901036620140076,0.9628332853317261,0.9648658037185669,0.9889211654663086,0.9042046070098877,0.9979548454284668,0.9400411248207092,0.9829952716827393,0.948310375213623,0.9925957918167114,0.9526374936103821,0.9800862669944763,0.9320467710494995,0.9060128927230835,0.9919144511222839,0.9962238073348999,0.9968001246452332,0.9849593043327332,0.9076321125030518,0.9262065887451172,0.943642795085907,0.9931275248527527,0.9563886523246765,0.9959508776664734,0.9938725233078003,0.976767361164093,0.9920023083686829,0.9506326913833618,0.9074254035949707,0.9942550659179688,0.8964014649391174,0.8743557929992676,0.9724879860877991,0.9332402944564819,0.9464773535728455,0.9913991093635559,0.9883928298950195,0.9855573773384094,0.9900893568992615,0.8457880616188049,0.915762186050415,0.9840641021728516,0.9811076521873474,0.9937509894371033,0.9778838753700256,0.9624913930892944,0.9085478186607361,0.9708956480026245,0.9963350892066956,0.990266740322113,0.9848772287368774,0.9919472336769104,0.9938051104545593,0.9751653075218201,0.9839417338371277,0.9599969983100891,0.9117870330810547,0.9445297718048096,0.9653658866882324,0.9948481917381287,0.9733284711837769,0.9884918928146362,0.9905282258987427,0.9725263118743896,0.9331446290016174,0.9680163264274597,0.9592006206512451,0.9944487810134888,0.9647318124771118,0.9930399656295776,0.9866100549697876,0.9924501776695251,0.9946098923683167
hsa:153,0.8932011127471924,0.864191472530365,0.9264584183692932,0.9902917742729187,0.8834788203239441,0.9268090724945068,1.0,0.8777468800544739,0.7018498778343201,0.9011425375938416,0.8991790413856506,0.9499618411064148,0.8002986907958984,0.8652172684669495,0.952876091003418,0.8636671900749207,0.9951924681663513,0.9713829159736633,0.8746353983879089,0.9959569573402405,0.9533392190933228,0.944984495639801,0.9538546204566956,0.8099533319473267,0.9882130026817322,0.8713333606719971,0.7000475525856018,0.9164571166038513,0.997266411781311,0.9768863916397095,0.9951063990592957,0.9572795629501343,0.7868179678916931,0.8474084138870239,0.9984704852104187,0.9958339929580688,0.9486443400382996,0.9214572310447693,0.9122287034988403,0.8603129982948303,0.7101244926452637,0.7356600165367126,0.7704572081565857,0.9547486305236816,0.9899564385414124,0.9159610867500305,0.902169406414032,0.8394986391067505,0.8884091377258301,0.9936425089836121,0.7100204825401306,0.9067410826683044,0.695843517780304,0.6627053618431091,0.9823916554450989,0.9934544563293457,0.772480309009552,0.9584536552429199,0.9617078304290771,0.8696789741516113,0.8806667327880859,0.6225925087928772,0.7208968997001648,0.860098123550415,0.9726622700691223,0.9307360649108887,0.9628874659538269,0.9828006029129028,0.7100735902786255,0.9845505356788635,0.906236469745636,0.951920211315155,0.8618677854537964,0.9557634592056274,0.8970039486885071,0.9827731251716614,0.8603205680847168,0.7996034026145935,0.7134318351745605,0.771255612373352,0.8147039413452148,0.9446061253547668,0.9764350056648254,0.9558384418487549,0.888127326965332,0.9825265407562256,0.7503929138183594,0.9842000603675842,0.9905856251716614,0.905685544013977,0.8083271384239197,0.8967957496643066,0.9658985137939453,0.9507836699485779,0.932604968547821
hsa:154,0.9926615953445435,0.995799720287323,0.9860307574272156,0.9159179329872131,0.9937858581542969,0.9885119199752808,0.8777468800544739,1.0,0.9382292628288269,0.9940970540046692,0.9926794767379761,0.9739447832107544,0.9838191270828247,0.9941898584365845,0.9753870964050293,0.9956072568893433,0.9069567322731018,0.9556079506874084,0.9955916404724121,0.8535107970237732,0.9765416383743286,0.9757686853408813,0.9745451807975769,0.9862561225891113,0.9255815148353577,0.9959099888801575,0.9420098066329956,0.9908385276794434,0.8942221999168396,0.9545654654502869,0.9065373539924622,0.9736841917037964,0.9784867167472839,0.9923350811004639,0.883893609046936,0.8505371809005737,0.9768036603927612,0.9888061881065369,0.9917039275169373,0.9938475489616394,0.9443078637123108,0.9599253535270691,0.9727099537849426,0.9738418459892273,0.9179484248161316,0.9910722374916077,0.9947897791862488,0.9919300079345703,0.9956222772598267,0.9062255620956421,0.9452561736106873,0.9929684996604919,0.9338317513465881,0.9178853631019592,0.9402581453323364,0.8851209282875061,0.9740467071533203,0.9734908938407898,0.9688605070114136,0.9940406680107117,0.9935352802276611,0.8933234214782715,0.9494835734367371,0.9927424788475037,0.9556971192359924,0.985276997089386,0.9564880728721619,0.9280230402946472,0.9440786242485046,0.9392795562744141,0.9953309297561646,0.9732057452201843,0.9943723678588867,0.9749213457107544,0.9952001571655273,0.9443843364715576,0.9946244359016418,0.981763482093811,0.950643002986908,0.9731939435005188,0.984902560710907,0.9816237688064575,0.944119393825531,0.9676249623298645,0.9945563077926636,0.938316285610199,0.9648704528808594,0.9336522817611694,0.9210950136184692,0.9933756589889526,0.9832186102867126,0.9906983971595764,0.9641481041908264,0.9758897423744202,0.9860597252845764
hsa:64805,0.9210476875305176,0.9479198455810547,0.8888895511627197,0.7517608404159546,0.9336954355239868,0.9001446962356567,0.7018498778343201,0.9382292628288269,1.0,0.9203251600265503,0.9230223894119263,0.8542963862419128,0.9786463379859924,0.9473972320556641,0.8568592667579651,0.9445853233337402,0.7471938729286194,0.818626880645752,0.9368876814842224,0.6688183546066284,0.8695894479751587,0.8591161966323853,0.8508270978927612,0.9750989079475403,0.7696126699447632,0.9443776607513428,0.9944323897361755,0.9112891554832458,0.7280723452568054,0.8231126070022583,0.7440328001976013,0.8532677888870239,0.9844008684158325,0.9605775475502014,0.7146331071853638,0.6662693023681641,0.8670028448104858,0.9037323594093323,0.910172164440155,0.9501617550849915,0.9945812225341797,0.993094801902771,0.9865883588790894,0.8590131998062134,0.7562013268470764,0.9129294753074646,0.9181967377662659,0.9602267742156982,0.9294898509979248,0.7409331202507019,0.9932677745819092,0.9205967783927917,0.9932746887207031,0.9940400123596191,0.7988603711128235,0.7132494449615479,0.986284613609314,0.8593257665634155,0.8447312712669373,0.9378169178962708,0.9322434067726135,0.9890543818473816,0.9919651746749878,0.9565167427062988,0.8238698244094849,0.8909389972686768,0.824537992477417,0.769132673740387,0.9954283237457275,0.7876708507537842,0.9211904406547546,0.8534548282623291,0.9526464343070984,0.852462887763977,0.9347524642944336,0.7995314598083496,0.9574699997901917,0.9811908006668091,0.9936833381652832,0.985752522945404,0.9769412875175476,0.8829897046089172,0.7972955107688904,0.8405980467796326,0.9248156547546387,0.7953693866729736,0.9873086810112,0.779262363910675,0.762839138507843,0.9208704233169556,0.9773191213607788,0.922474205493927,0.839492678642273,0.8713608384132385,0.8831712603569031
hsa:1814,0.9917365312576294,0.9937416315078735,0.9924893379211426,0.9364948868751526,0.9924609661102295,0.9935597777366638,0.9011425375938416,0.9940970540046692,0.9203251600265503,1.0,0.9919620156288147,0.9852200746536255,0.974025547504425,0.99061518907547,0.985090970993042,0.9926337003707886,0.9259499907493591,0.9691899418830872,0.993540346622467,0.8809168338775635,0.9836729168891907,0.9828199744224548,0.9846321940422058,0.9769631624221802,0.9456906914710999,0.9943474531173706,0.9234856367111206,0.9958068132400513,0.9171413779258728,0.9689759016036987,0.928864598274231,0.9826160073280334,0.9668862223625183,0.9875087738037109,0.9076640009880066,0.8785166144371033,0.9843571782112122,0.99410480260849,0.9969324469566345,0.9897369742393494,0.928385317325592,0.9442834258079529,0.9572797417640686,0.9844328761100769,0.939202606678009,0.9951303601264954,0.9963265061378479,0.9850578308105469,0.9950541853904724,0.9291896820068359,0.9272621870040894,0.9965671300888062,0.914830207824707,0.8975351452827454,0.959381639957428,0.9113736748695374,0.9615889191627502,0.9821792840957642,0.9787164926528931,0.9918520450592041,0.9911738038063049,0.8698770403862,0.9340754747390747,0.9894048571586609,0.9720133543014526,0.9942140579223633,0.9722630381584167,0.9495642781257629,0.9276750087738037,0.9547090530395508,0.9970783591270447,0.9856662154197693,0.9903684258460999,0.9843542575836182,0.9960029125213623,0.9607889652252197,0.9904307126998901,0.9719910621643066,0.9323017597198486,0.9592400193214417,0.9766535758972168,0.9881638884544373,0.9613452553749084,0.9815523624420166,0.9921112656593323,0.9570677280426025,0.9522387981414795,0.9515311121940613,0.940848171710968,0.9942114353179932,0.9743754863739014,0.9907228350639343,0.9778209328651428,0.9847550988197327,0.9895208477973938
