KEGG ID,hsa:338442,hsa:1812,hsa:1813,hsa:5739,hsa:9052,hsa:148,hsa:153,hsa:154,hsa:64805,hsa:1814,hsa:4986,hsa:1128,hsa:1129,hsa:1131,hsa:1132,hsa:1133,hsa:150,hsa:151,hsa:3577,hsa:5731,hsa:5732,hsa:134,hsa:135,hsa:140,hsa:11255,hsa:3269,hsa:59340,hsa:2550,hsa:146,hsa:147,hsa:155,hsa:1816,hsa:3356,hsa:3360,hsa:152,hsa:1815,hsa:3350,hsa:3351,hsa:3352,hsa:3354,hsa:3355,hsa:3357,hsa:3358,hsa:3361,hsa:3362,hsa:3363,hsa:3274,hsa:4988,hsa:1268,hsa:6915,hsa:5737,hsa:136,hsa:185,hsa:10800,hsa:1241,hsa:56413,hsa:57105,hsa:5733,hsa:6751,hsa:6752,hsa:8843,hsa:10161,hsa:2846,hsa:5028,hsa:5029,hsa:5030,hsa:5031,hsa:5032,hsa:9934,hsa:4985,hsa:2911,hsa:2912,hsa:2913,hsa:2914,hsa:2915,hsa:2916,hsa:2917,hsa:2918,hsa:222545,hsa:1909,hsa:1910,hsa:552,hsa:554,hsa:9283,hsa:5724,hsa:23620,hsa:7201,hsa:6753,hsa:6755,hsa:4543,hsa:1234,hsa:886,hsa:887,hsa:5729,hsa:6010
hsa:338442,1.0,0.47409172126265636,0.4661117717003567,0.47775628626692457,0.47753185781354796,0.46251441753171857,0.44813979706877116,0.48375,0.47303754266211606,0.4741161616161616,0.4727979274611399,0.4690781796966161,0.45163136805953064,0.4340551181102362,0.4580973952434881,0.44585314315900687,0.4457762557077626,0.4620811287477954,0.48032564450474896,0.4667919799498747,0.4696868754163891,0.4707112970711297,0.4781795511221945,0.4686398872445384,0.45754716981132076,0.45739910313901344,0.4591513616212793,0.3392916252896392,0.42664670658682635,0.447481243301179,0.4706982543640898,0.4688393367638651,0.46021751574127073,0.47591522157996147,0.44724770642201833,0.45676004872107184,0.4682151589242054,0.46471710108073744,0.4720416124837451,0.47354497354497355,0.46391076115485563,0.4489337822671156,0.45818815331010454,0.4755525787006028,0.47390521895620874,0.4580973952434881,0.48089171974522293,0.4750473783954517,0.4652897303499713,0.46707399864222676,0.45904887714663145,0.48119777158774374,0.46875,0.45813478556841386,0.48540393754243044,0.4706666666666667,0.4812286689419795,0.46938775510204084,0.48646907216494845,0.4943295530353569,0.8951279933938894,0.45332437877770315,0.46793193717277487,0.47575360419397117,0.4865397242284964,0.48039867109634554,0.48525280898876405,0.4923891462607545,0.4621676891615542,0.47863247863247865,0.29485434249931936,0.36590662323561346,0.3675675675675676,0.3589117544471573,0.2867076758491575,0.35466571326421165,0.35074368730543065,0.35189697180647406,0.3466666666666667,0.45954106280193235,0.4548139397519197,0.47196549599507087,0.4795783926218709,0.4628895184135977,0.4934256055363322,0.4716863721219664,0.4715549936788875,0.4810911345319281,0.47644326476443266,0.48032564450474896,0.47240915208613726,0.4666666666666667,0.4628099173553719,0.4697272122421823,0.4822888283378747
hsa:1812,0.47409172126265636,1.0,0.4809368191721133,0.4787914003486345,0.4636471990464839,0.4819341126461211,0.4606625258799172,0.49346219442865263,0.4559178743961353,0.4805491990846682,0.4700407213496219,0.48023504273504275,0.4756613756613757,0.4628175519630485,0.46604458268532917,0.47218119153126537,0.4586387434554974,0.47391070467993546,0.46422128683102826,0.45730337078651684,0.4550295857988166,0.4562268803945746,0.4833239118145845,0.4542626011200996,0.4801738185768604,0.4782383419689119,0.45781071835803877,0.3823151125401929,0.4535263895375993,0.4711155378486056,0.46494671901289963,0.5539647577092511,0.47114375655823715,0.49181286549707603,0.4546883184913567,0.4629424778761062,0.49157303370786515,0.4703852788959172,0.4753810082063306,0.48031026252983294,0.47330960854092524,0.4711987545407369,0.47649572649572647,0.46190476190476193,0.496410822749862,0.48998946259220233,0.4875937680323139,0.47464387464387464,0.47117400419287214,0.4498498498498498,0.45680473372781066,0.4592274678111588,0.4542232722976964,0.446256038647343,0.4678292242934456,0.4550295857988166,0.4500299222022741,0.46281464530892447,0.4704192992533027,0.4699292452830189,0.4753908511870295,0.4507803121248499,0.4630715123094959,0.47007042253521125,0.4710695499707773,0.47240356083086055,0.4572307692307692,0.4779021803182086,0.4550970873786408,0.46917204932472106,0.3393048128342246,0.40754980775952465,0.40409295872355183,0.3988536749831423,0.3291338582677165,0.3981321342096161,0.3953020134228188,0.39199192462987886,0.3940804788826073,0.47026431718061673,0.4681081081081081,0.46209186496956284,0.46311475409836067,0.45983522142121525,0.4647630619684083,0.4666666666666667,0.4765446224256293,0.4694104560622914,0.4602239245727755,0.46422128683102826,0.4529761904761905,0.47516556291390727,0.4714439655172414,0.4585308056872038,0.45536249251048533
hsa:1813,0.4661117717003567,0.4809368191721133,1.0,0.4787172011661808,0.46002386634844866,0.48583645109567075,0.4813059505002633,0.48496880317640384,0.4374625972471574,0.5573671497584541,0.47251461988304094,0.49539794260963727,0.4763674986723314,0.4702048417132216,0.5074866310160427,0.4757425742574257,0.5100598151169113,0.499725425590335,0.46941247728649305,0.47461494580718766,0.47147147147147145,0.4605834885164494,0.47990945104697225,0.4405940594059406,0.49641873278236914,0.48900523560209425,0.4526795895096921,0.37853470437017994,0.4609227871939736,0.4836272040302267,0.4739524348810872,0.4860010565240359,0.464117338920901,0.4719166184134337,0.4937938478143551,0.5245806824754193,0.5059760956175299,0.49005847953216375,0.4875444839857651,0.4837935174069628,0.4714625445897741,0.4612202688728025,0.46231422505307856,0.4821320411871593,0.4897959183673469,0.4797900262467192,0.49013921113689096,0.4678429140580535,0.47418335089567965,0.46825396825396826,0.4412455934195065,0.4563882063882064,0.43870967741935485,0.4382157926461724,0.4721549636803874,0.46618791143028127,0.4463750748951468,0.46689694876223375,0.46862406447898675,0.4706927175843694,0.4701795020266358,0.43162901307966706,0.4501457725947522,0.4605032182562902,0.47877358490566035,0.469678953626635,0.4652173913043478,0.47782377291543465,0.4443772672309553,0.46388725778038753,0.337613697164259,0.40982456140350876,0.4019437695244707,0.4029142663503897,0.33201581027667987,0.40034722222222224,0.39321692411014103,0.3861652115513768,0.3828099173553719,0.46048298572996704,0.46166306695464365,0.4758968609865471,0.47862232779097386,0.4811320754716981,0.4575242718446602,0.4823863636363636,0.4764638346727899,0.47094972067039104,0.4661520190023753,0.4605659241420831,0.4580335731414868,0.47671840354767187,0.47934782608695653,0.46710526315789475,0.46400483968542044
hsa:5739,0.47775628626692457,0.4787914003486345,0.4787172011661808,1.0,0.46929541047188106,0.47732426303854875,0.4994318181818182,0.47673716012084594,0.4137055837563452,0.476365868631062,0.46867167919799496,0.48394495412844035,0.4397790055248619,0.4380722891566265,0.47847959754052544,0.4528985507246377,0.4891304347826087,0.4918319719953326,0.4699738903394256,0.5356687898089172,0.5213903743315508,0.48534423994546694,0.5030788177339901,0.44952893674293404,0.4865497076023392,0.4558342420937841,0.4275405892964522,0.3548387096774194,0.47112004018081366,0.4676906779661017,0.5040247678018576,0.4951841359773371,0.44726670347874103,0.46716232961586124,0.4908045977011494,0.508578431372549,0.4811264230077891,0.477286869943995,0.46977329974811083,0.4627625716104392,0.4265344079355239,0.42887931034482757,0.4427054220234768,0.48562091503267973,0.5131736526946108,0.4760044642857143,0.48022249690976515,0.4646772228989038,0.47332959011791126,0.5064145847400405,0.4225967540574282,0.47548690396239085,0.4172885572139303,0.4152271273192578,0.4943745863666446,0.5183455637091394,0.4331413947536788,0.4884012539184953,0.49590937696664567,0.47509578544061304,0.47535870243293826,0.3979974968710889,0.43575418994413406,0.46776232616940583,0.5058064516129033,0.49317738791423,0.4965753424657534,0.5097402597402597,0.4271907216494845,0.49323889246619446,0.30644288034650785,0.3907380607814761,0.3739779594738713,0.3770833333333333,0.3002131060202451,0.3836500537827178,0.362701405553651,0.3536460116398494,0.3521079258010118,0.4434126523505514,0.45157593123209167,0.4866989117291415,0.49902912621359224,0.4882154882154882,0.4715984147952444,0.49938423645320196,0.4498186215235792,0.5113706207744315,0.5029469548133595,0.4747871643745907,0.4483643361128929,0.47250147841513895,0.4926772114821324,0.5112732095490716,0.4795783926218709
hsa:9052,0.47753185781354796,0.4636471990464839,0.46002386634844866,0.46929541047188106,1.0,0.45744064852345107,0.43905191873589167,0.4737171464330413,0.4560925799863853,0.4714104193138501,0.4767518009168304,0.4537521815008726,0.4565972222222222,0.43601190476190477,0.45475241889584517,0.4503735325506937,0.4431687715269805,0.4475073313782991,0.472430224642614,0.4585427135678392,0.46680080482897385,0.46872803935347856,0.4746081504702194,0.475,0.4583828775267539,0.4639818491208168,0.460997442455243,0.3343273691186216,0.4192903548225887,0.4380697050938338,0.46616541353383456,0.45797598627787306,0.4635838150289017,0.46371226718047526,0.44131185270425777,0.4443091905051735,0.46465888137676703,0.4703989703989704,0.4711664482306684,0.46485411140583555,0.45622119815668205,0.45625,0.45560747663551404,0.4667562122229684,0.46338535414165666,0.4580718767826583,0.4697259400892288,0.47609942638623326,0.4610951008645533,0.4741913282863042,0.4609739826551034,0.471039776692254,0.45514950166112955,0.4561042524005487,0.4725050916496945,0.46877098723975824,0.4662576687116564,0.4722938144329897,0.47138263665594854,0.47086092715231787,0.48370273794002605,0.44932432432432434,0.46701846965699206,0.4739273927392739,0.477946017116524,0.4815560026827633,0.48441926345609065,0.47299077733860345,0.45516769336071183,0.4748677248677249,0.28933043004899295,0.3605072463768116,0.35437589670014347,0.3532286212914485,0.28368604339673187,0.35125448028673834,0.34510211145725167,0.34622082897944967,0.34615384615384615,0.47297297297297297,0.45476190476190476,0.4674922600619195,0.4728835978835979,0.45377197958026094,0.4741557546519642,0.46716697936210133,0.47070063694267517,0.4674922600619195,0.46675531914893614,0.46644067796610167,0.47150610583446406,0.4613511868533171,0.465435041716329,0.4757412398921833,0.47436773752563227
hsa:148,0.46251441753171857,0.4819341126461211,0.48583645109567075,0.47732426303854875,0.45744064852345107,1.0,0.4837879567678847,0.4908485856905158,0.42725173210161665,0.4815436241610738,0.45967287084038355,0.49209694415173866,0.4782157676348548,0.46994535519125685,0.4968911917098446,0.48034934497816595,0.49605885444035736,0.48831030818278426,0.45369831100757135,0.46766169154228854,0.4617169373549884,0.4605183845690175,0.48588821250691755,0.4411057692307692,0.48507462686567165,0.48521916411824667,0.4448123620309051,0.39074960127591707,0.5167304015296367,0.5327910523640061,0.478429203539823,0.4853168469860896,0.4639754726622381,0.4559643255295429,0.48586387434554973,0.48111658456486045,0.4776931447225245,0.4740990990990991,0.4647727272727273,0.4626006904487917,0.4584527220630373,0.4604135148764498,0.46600934094447327,0.4642233856893543,0.5018970189701897,0.4709775967413442,0.4909604519774011,0.46030871003307605,0.4692622950819672,0.4636309875813128,0.4425385934819897,0.4547079856972586,0.4425385934819897,0.4396248534583822,0.46658851113716293,0.4617169373549884,0.4408352668213457,0.4716132658797077,0.4667039731393397,0.4627720504009164,0.46903153153153154,0.4365217391304348,0.4413754227733935,0.46044393853158794,0.46727376209447924,0.4676674364896074,0.4614921780986763,0.4798387096774194,0.44053895723491504,0.4628995433789954,0.3444709626093874,0.4169844020797227,0.4071917808219178,0.40896921017402943,0.3377708170190551,0.4065821049022969,0.39840901557838915,0.3974700399467377,0.3944262295081967,0.46512875536480686,0.46543535620052773,0.47543668122270744,0.46369353916523726,0.46707193515704154,0.4592680047225502,0.47766133480419193,0.45886250690226393,0.48598130841121495,0.4684788895315211,0.4630715123094959,0.4521183981427742,0.46125066809192944,0.4749075541468568,0.45838150289017343,0.45784543325526933
hsa:153,0.44813979706877116,0.4606625258799172,0.4813059505002633,0.4994318181818182,0.43905191873589167,0.4837879567678847,1.0,0.5158774373259053,0.39166666666666666,0.4712013165112452,0.45530260966129926,0.4844559585492228,0.4371884346959123,0.4616763783056925,0.4938650306748466,0.4602272727272727,0.5126050420168067,0.48066875653082547,0.43856655290102387,0.5143661971830986,0.45553021664766247,0.4549763033175355,0.4836244541484716,0.41173054587688734,0.5107181136120043,0.4545903257650543,0.4011627906976744,0.39637635092180545,0.5165562913907285,0.49852507374631266,0.5614541257934218,0.5093167701863354,0.4417910447761194,0.4485213581599124,0.5110526315789473,0.5259052924791087,0.4859459459459459,0.4630242825607064,0.45540691192865107,0.4401565995525727,0.39577693557119653,0.4315738025415445,0.44125063035804335,0.46048109965635736,0.5272331154684096,0.49005609382967874,0.4673256452498627,0.44193548387096776,0.4636730575176589,0.4849023090586146,0.4005479452054794,0.4367015098722416,0.3906420021762786,0.38200999444752914,0.48158971361776737,0.49298245614035086,0.40929451287793955,0.4678848283499446,0.4793756967670011,0.448488241881299,0.4500548847420417,0.3691384950926936,0.4083741163675911,0.4375,0.4860557768924303,0.4630681818181818,0.4576672587329781,0.4868571428571429,0.3898494143892917,0.48853211009174313,0.35645933014354064,0.4309027777777778,0.40311653116531165,0.4247817327065144,0.34743991640543365,0.4281767955801105,0.3986842105263158,0.3894909688013136,0.3794657225619569,0.4232749742533471,0.4351378958120531,0.46859903381642515,0.480868075385494,0.47929292929292927,0.44630484988452657,0.49503858875413453,0.41985138004246286,0.49835706462212487,0.4901506373117034,0.4418472063854048,0.42016806722689076,0.46946362187997875,0.49787910922587486,0.4580718767826583,0.454178674351585
hsa:154,0.48375,0.49346219442865263,0.48496880317640384,0.47673716012084594,0.4737171464330413,0.4908485856905158,0.5158774373259053,1.0,0.45741324921135645,0.4883303411131059,0.4792682926829268,0.47432357813362785,0.4632553075666848,0.45170454545454547,0.4804560260586319,0.4679878048780488,0.4688183807439825,0.46448390677025525,0.4706994328922495,0.4630281690140845,0.4765184721352536,0.4643782383419689,0.48150322959483266,0.4857142857142857,0.4791431792559188,0.4669509594882729,0.46277546158427635,0.3669814392705959,0.45178399228543875,0.4668380462724936,0.5108303249097473,0.5016556291390728,0.4786652078774617,0.49664019547953575,0.46229508196721314,0.46039035591274396,0.48661233993015135,0.47065868263473054,0.47317073170731705,0.48102053515868076,0.46736453201970446,0.4746494066882416,0.4810901001112347,0.47095565271705186,0.4883057615516258,0.49261083743842365,0.48501199040767384,0.4750889679715303,0.47465940054495914,0.45930599369085173,0.46737103791174645,0.4769928710304601,0.4556103575832306,0.4630102040816326,0.47077309868007544,0.470991890205864,0.47522236340533675,0.47596153846153844,0.48759830611010285,0.48203221809169766,0.4848300970873786,0.461198738170347,0.46572827417380663,0.48120764017252005,0.4831184775936157,0.4791796146674953,0.4654169360051713,0.4685784014643075,0.4593392630241423,0.4721030042918455,0.32113055181695827,0.3926924441291238,0.3834560112162636,0.37968643490115883,0.3171443736730361,0.380385288966725,0.37946276776606597,0.37982905982905985,0.37466397849462363,0.4713631156930126,0.4674523007856341,0.4824970828471412,0.4784217016029593,0.4683136412459721,0.4732142857142857,0.48058823529411765,0.47706968433591423,0.48509643483343073,0.4736515809051457,0.48662420382165605,0.473551637279597,0.48242074927953893,0.48169014084507045,0.46919726197884254,0.47622067216233355
hsa:64805,0.47303754266211606,0.4559178743961353,0.4374625972471574,0.4137055837563452,0.4560925799863853,0.42725173210161665,0.39166666666666666,0.45741324921135645,1.0,0.44834183673469385,0.45682267633487145,0.433411214953271,0.4456140350877193,0.4186162269785963,0.4315849486887115,0.432475884244373,0.4020442930153322,0.42445620223398,0.46473029045643155,0.39779005524861877,0.44925575101488496,0.450354609929078,0.4364881693648817,0.4809384164222874,0.4114888628370457,0.4400908574673481,0.47078135259356535,0.32116788321167883,0.3775258748151799,0.41167023554603854,0.4053888548683405,0.4322469982847341,0.4509918319719953,0.4553745928338762,0.3937677053824363,0.38571428571428573,0.44231955582973476,0.45454545454545453,0.4473684210526316,0.45234899328859063,0.47716428084526247,0.4487917146144994,0.4582836710369487,0.4442943956785955,0.41430260047281325,0.43567753001715265,0.45401929260450163,0.4680025856496445,0.4451538015089959,0.42459239130434784,0.4742268041237113,0.45486600846262343,0.4722031571722718,0.47690120824449184,0.4274193548387097,0.4204244031830239,0.488339222614841,0.4386640976236352,0.44803098773402195,0.4782608695652174,0.46391076115485563,0.4840989399293286,0.4813052345343304,0.464524765729585,0.4426229508196721,0.46612466124661245,0.45254957507082155,0.4292237442922374,0.5178701677607586,0.44415069398545937,0.2781258512666848,0.3446901051105473,0.34595959595959597,0.3319429961765728,0.27299544113703406,0.330832440157199,0.33693003828750434,0.34129213483146065,0.338977194194886,0.4743107769423559,0.4539393939393939,0.43873762376237624,0.44121532364597094,0.4177927927927928,0.4767277856135402,0.4230055658627087,0.4682230869001297,0.41509433962264153,0.4349269588313413,0.4596829772570641,0.4780793319415449,0.4480639213275968,0.4334916864608076,0.4454177897574124,0.448559670781893
hsa:1814,0.4741161616161616,0.4805491990846682,0.5573671497584541,0.476365868631062,0.4714104193138501,0.4815436241610738,0.4712013165112452,0.4883303411131059,0.44834183673469385,1.0,0.47254780999383095,0.49573621375781696,0.46921797004991683,0.4566891241578441,0.4916759156492786,0.4578005115089514,0.48069390039171794,0.4916810097532989,0.4768339768339768,0.48009650180940894,0.4780114722753346,0.47249834327369117,0.4750593824228028,0.46858288770053474,0.48563218390804597,0.4817039868924085,0.4728823887873248,0.36360655737704917,0.44131910766246363,0.4648620510150963,0.4793536804308797,0.48013245033112584,0.45972602739726026,0.480958230958231,0.4822934232715008,0.5,0.5014925373134328,0.49474335188620905,0.49968454258675077,0.4872935196950445,0.4788643533123028,0.45675675675675675,0.46756152125279643,0.49130714745653575,0.48726851851851855,0.4672489082969432,0.48477466504263095,0.4764776839565742,0.47511061946902655,0.4689922480620155,0.45034353529044346,0.472715318869165,0.45397620538509703,0.44551282051282054,0.4787917737789203,0.47425301970756517,0.45229007633587787,0.4728823887873248,0.47381242387332523,0.47894406033940917,0.4718826405867971,0.44755244755244755,0.46244568590937307,0.4726027397260274,0.48192019950124687,0.4751102709514808,0.46965699208443273,0.48370927318295737,0.45302445302445304,0.47625,0.3131067961165049,0.3867285051730289,0.37799717912552894,0.3771899690827894,0.3106201756720788,0.3758815232722144,0.37133105802047783,0.37306767433871524,0.3684566024991557,0.4683691236215902,0.46780626780626783,0.48398576512455516,0.48738965952080704,0.4710698689956332,0.47085492227979275,0.4856115107913669,0.4758162031438936,0.4708994708994709,0.46675031367628605,0.47398843930635837,0.4674744897959184,0.4718187100522952,0.4848137535816619,0.4789808917197452,0.47297297297297297
