,hsa338442,hsa1812,hsa1813,hsa5739,hsa9052,hsa148,hsa153,hsa154,hsa64805,hsa1814,hsa4986,hsa1128,hsa1129,hsa1131,hsa1132,hsa1133,hsa150,hsa151,hsa3577,hsa5731,hsa5732,hsa134,hsa135,hsa140,hsa11255,hsa3269,hsa59340,hsa2550,hsa146,hsa147,hsa155,hsa1816,hsa3356,hsa3360,hsa152,hsa1815,hsa3350,hsa3351,hsa3352,hsa3354,hsa3355,hsa3357,hsa3358,hsa3361,hsa3362,hsa3363,hsa3274,hsa4988,hsa1268,hsa6915,hsa5737,hsa136,hsa185,hsa10800,hsa1241,hsa56413,hsa57105,hsa5733,hsa6751,hsa6752,hsa8843,hsa10161,hsa2846,hsa5028,hsa5029,hsa5030,hsa5031,hsa5032,hsa9934,hsa4985,hsa2911,hsa2912,hsa2913,hsa2914,hsa2915,hsa2916,hsa2917,hsa2918,hsa222545,hsa1909,hsa1910,hsa552,hsa554,hsa9283,hsa5724,hsa23620,hsa7201,hsa6753,hsa6755,hsa4543,hsa1234,hsa886,hsa887,hsa5729,hsa6010
hsa338442,1,0.24411400247831475,0.24004975124378108,0.23293172690763053,0.2618384401114206,0.24909310761789602,0.220763723150358,0.2454780361757106,0.25604551920341395,0.23127463863337713,0.26045883940620784,0.2289890377588307,0.2430471584038694,0.23449001051524712,0.24166666666666667,0.23068309070548712,0.23002421307506055,0.22318125770653513,0.24753867791842477,0.1913499344692005,0.23783031988873435,0.2445414847161572,0.24967658473479948,0.23858615611192932,0.23200992555831265,0.2429245283018868,0.24500665778961384,0.22465960665658094,0.22615219721329047,0.24404086265607264,0.2093628088426528,0.2386634844868735,0.23557692307692307,0.2643524699599466,0.2077764277035237,0.2012820512820513,0.25798212005108556,0.2197070572569907,0.2222222222222222,0.2465564738292011,0.2407152682255846,0.24584323040380046,0.23076923076923078,0.2395543175487465,0.2222222222222222,0.25476190476190474,0.2532981530343008,0.2588699080157687,0.2533013205282113,0.22727272727272727,0.2388888888888889,0.25252525252525254,0.27361111111111114,0.24068767908309455,0.22580645161290322,0.21001390820584145,0.26449787835926447,0.2436750998668442,0.23803191489361702,0.2602739726027397,0.43983957219251335,0.23829787234042554,0.24350205198358413,0.25340599455040874,0.22493224932249323,0.23002754820936638,0.23802612481857766,0.23945578231292516,0.24034334763948498,0.23601637107776263,0.19935691318327975,0.21248986212489862,0.22419354838709676,0.23095051060487037,0.1958041958041958,0.22213247172859452,0.22570532915360503,0.2198581560283688,0.2191142191142191,0.25888324873096447,0.24283935242839352,0.24646983311938384,0.22404371584699453,0.2339667458432304,0.24893314366998578,0.23216601815823606,0.24242424242424243,0.23491655969191272,0.22482758620689655,0.2545710267229255,0.24684431977559607,0.2458808618504436,0.23267326732673269,0.24305555555555555,0.22849083215796898
hsa1812,0.24411400247831475,1,0.29312288613303267,0.25662650602409637,0.2484394506866417,0.2802197802197802,0.24429967426710097,0.2718786464410735,0.2506361323155216,0.2713270142180095,0.2803398058252427,0.27101769911504425,0.2813186813186813,0.281431334622824,0.28060671722643554,0.2848360655737705,0.26732673267326734,0.2595078299776286,0.2506297229219144,0.19621749408983452,0.24688279301745636,0.2597402597402597,0.25934579439252337,0.23622047244094488,0.28008998875140606,0.2653061224489796,0.28896882494004794,0.2398576512455516,0.2637795275590551,0.2894190871369295,0.2300469483568075,0.3246471226927253,0.2797814207650273,0.28966346153846156,0.24282560706401765,0.2190034762456547,0.2806004618937644,0.2793764988009592,0.27161997563946405,0.27564894932014833,0.2716049382716049,0.2681081081081081,0.27161862527716185,0.2671660424469413,0.24547511312217193,0.2914409534127844,0.2806183115338882,0.26895734597156395,0.27074235807860264,0.24650571791613723,0.25404732254047324,0.25773195876288657,0.2640099626400996,0.2407170294494238,0.23869346733668342,0.21072319201995013,0.2582278481012658,0.2673860911270983,0.27904191616766466,0.2693726937269373,0.2563176895306859,0.2626903553299492,0.2714987714987715,0.2423500611995104,0.23264311814859928,0.23856613102595797,0.22409326424870465,0.24205378973105135,0.24040920716112532,0.2536764705882353,0.23382173382173382,0.25759878419452886,0.2637944066515495,0.25,0.23309178743961353,0.2543527630582892,0.257542310522443,0.25443786982248523,0.2489051094890511,0.2629161882893226,0.255079006772009,0.26450116009280744,0.2282208588957055,0.2572972972972973,0.23918575063613232,0.2540983606557377,0.2684085510688836,0.2494199535962877,0.23143564356435645,0.2455919395465995,0.24246231155778894,0.27293577981651373,0.24130190796857465,0.2465753424657534,0.2474747474747475
hsa1813,0.24004975124378108,0.29312288613303267,1,0.21523579201934703,0.24561403508771928,0.278941565600882,0.25163398692810457,0.27400468384074944,0.23499361430395913,0.3103448275862069,0.27161997563946405,0.2586015538290788,0.26460859977949286,0.2696411251212415,0.28152173913043477,0.2816032887975334,0.2737306843267108,0.2671156004489338,0.25663716814159293,0.21352313167259787,0.23404255319148937,0.2542372881355932,0.2637749120750293,0.25559947299077734,0.27313769751693,0.27801724137931033,0.273164861612515,0.25463623395149787,0.2596248766041461,0.2861602497398543,0.23439340400471143,0.2701525054466231,0.2675438596491228,0.2798552472858866,0.2502768549280177,0.2313953488372093,0.2665121668597914,0.28399518652226236,0.2775061124694376,0.27667493796526055,0.2812887236679058,0.27114967462039047,0.26807563959955505,0.2669172932330827,0.2304199772985244,0.29130434782608694,0.28162291169451076,0.2925089179548157,0.2683461117196057,0.22831632653061223,0.235,0.24320827943078913,0.2825,0.2442159383033419,0.23959646910466584,0.21401752190237797,0.27064803049555275,0.2695547533092659,0.2548076923076923,0.25925925925925924,0.2560386473429952,0.2611464968152866,0.25400739827373614,0.2542997542997543,0.2237163814180929,0.23573200992555832,0.235370611183355,0.2343558282208589,0.26187419768934533,0.27183271832718325,0.21712538226299694,0.24371667936024372,0.2606060606060606,0.25055432372505543,0.2220205686630369,0.24203338391502277,0.2603244837758112,0.25277983691623424,0.24945135332845647,0.2684331797235023,0.2695356738391846,0.25378346915017463,0.23399014778325122,0.25379609544468545,0.2567049808429119,0.2502937720329025,0.2860548271752086,0.2561117578579744,0.24596273291925466,0.24778761061946902,0.2597730138713745,0.2727272727272727,0.25563063063063063,0.24375,0.2522179974651457
hsa5739,0.23293172690763053,0.25662650602409637,0.21523579201934703,1,0.2483130904183536,0.2611764705882353,0.27177700348432055,0.24466750313676286,0.209366391184573,0.25255102040816324,0.23821989528795812,0.26540284360189575,0.22,0.2351129363449692,0.2549246813441483,0.24890829694323144,0.25677267373380447,0.24700239808153476,0.2356948228882834,0.27353689567430023,0.2857142857142857,0.24366197183098592,0.2550251256281407,0.21082621082621084,0.2677925211097708,0.23765786452353616,0.2467700258397933,0.23345724907063198,0.2834728033472803,0.26991150442477874,0.2840909090909091,0.2601626016260163,0.23391812865497075,0.25,0.25886524822695034,0.2640099626400996,0.2456575682382134,0.23126614987080105,0.23127463863337713,0.22429906542056074,0.22266666666666668,0.22427745664739884,0.22327790973871733,0.242914979757085,0.28640776699029125,0.23870220162224798,0.2535211267605634,0.24362244897959184,0.2523364485981308,0.28473177441540576,0.23418573351278602,0.24441340782122906,0.21534320323014805,0.19972260748959778,0.27717391304347827,0.2722371967654987,0.21780821917808219,0.27002583979328165,0.24903225806451612,0.22576361221779548,0.22697795071335927,0.18818681318681318,0.21485411140583555,0.23645970937912814,0.2812089356110381,0.2683578104138852,0.2598314606741573,0.2862796833773087,0.20221606648199447,0.26587301587301587,0.20532319391634982,0.25636942675159236,0.22486144101346,0.2337962962962963,0.21052631578947367,0.24107850911974624,0.22170900692840648,0.21284829721362228,0.21755725190839695,0.22564734895191121,0.22760290556900725,0.24812967581047382,0.2913907284768212,0.2809248554913295,0.22176308539944903,0.27581863979848864,0.21994884910485935,0.26059850374064836,0.2647058823529412,0.23160762942779292,0.22418478260869565,0.24753694581280788,0.2719614921780987,0.2691790040376851,0.23633879781420766
hsa9052,0.2618384401114206,0.2484394506866417,0.24561403508771928,0.2483130904183536,1,0.2545676004872107,0.23197115384615385,0.2565104166666667,0.24533715925394547,0.25298013245033113,0.24489795918367346,0.24785276073619633,0.23995127892813642,0.24126984126984127,0.2529976019184652,0.2502818489289741,0.22926829268292684,0.2422360248447205,0.26099290780141843,0.20871862615587847,0.2482468443197756,0.2511013215859031,0.23728813559322035,0.24665676077265974,0.24875,0.2517814726840855,0.2536912751677852,0.23100303951367782,0.22761596548004315,0.25485714285714284,0.21363040629095675,0.24759615384615385,0.25181598062953997,0.2651413189771198,0.23133414932680538,0.2131782945736434,0.25096525096525096,0.24697986577181208,0.24043715846994534,0.23055555555555557,0.231622746185853,0.2679425837320574,0.23616236162361623,0.2612359550561798,0.24276729559748428,0.24940047961630696,0.25398936170212766,0.25165562913907286,0.2587666263603386,0.25501432664756446,0.24929971988795518,0.26055312954876275,0.2605042016806723,0.2398843930635838,0.24611032531824611,0.2370266479663394,0.25392296718972895,0.24966442953020135,0.2453083109919571,0.25,0.2560646900269542,0.22746781115879827,0.2413793103448276,0.25,0.2390710382513661,0.2513888888888889,0.23572474377745242,0.24554183813443073,0.23953823953823955,0.23658872077028886,0.2065848934796643,0.23227383863080683,0.2366288492706645,0.23441199684293607,0.19719208679004468,0.2297077922077922,0.22677165354330708,0.22723673792557403,0.22092115534738485,0.25191815856777494,0.24843161856963614,0.2522639068564036,0.2534435261707989,0.2595693779904306,0.25107604017216645,0.24836601307189543,0.27091633466135456,0.24838292367399742,0.2364394993045897,0.24822695035460993,0.2362093352192362,0.2707535121328225,0.24064837905236908,0.23669467787114845,0.24466571834992887
hsa148,0.24909310761789602,0.2802197802197802,0.278941565600882,0.2611764705882353,0.2545676004872107,1,0.26461211477151964,0.2725199543899658,0.24813895781637718,0.27546296296296297,0.26540284360189575,0.2683982683982684,0.2763440860215054,0.286527514231499,0.2757158006362672,0.2901606425702811,0.27341227125941875,0.2636761487964989,0.2542997542997543,0.21709006928406466,0.25060827250608275,0.26329113924050634,0.2568493150684932,0.24168797953964194,0.2607260726072607,0.29547844374342797,0.28688524590163933,0.25684210526315787,0.28185328185328185,0.3119918699186992,0.23853211009174313,0.2773645058448459,0.2877005347593583,0.2887323943661972,0.26457883369330454,0.2276330690826727,0.28893905191873587,0.27985948477751754,0.26634958382877527,0.2750301568154403,0.27951807228915665,0.2708994708994709,0.27331887201735355,0.2850182704019488,0.2555309734513274,0.27783669141039236,0.2868757259001161,0.2777777777777778,0.2863247863247863,0.24783147459727387,0.2648845686512758,0.2537688442211055,0.26366950182260024,0.2596754057428215,0.24632352941176472,0.22627737226277372,0.26049382716049385,0.25526932084309134,0.26783625730994154,0.25930372148859543,0.2596944770857814,0.25,0.2434052757793765,0.2640382317801673,0.26397146254458975,0.255729794933655,0.22853535353535354,0.25178997613365156,0.25561097256857856,0.2727272727272727,0.23401688781664656,0.26497005988023953,0.27252419955323903,0.26598837209302323,0.2398568019093079,0.2550335570469799,0.2625090645395214,0.260932944606414,0.2517985611510791,0.27946127946127947,0.2704194260485651,0.2585034013605442,0.24311377245508983,0.291005291005291,0.24193548387096775,0.2643020594965675,0.2691415313225058,0.2800453514739229,0.25120772946859904,0.26044226044226043,0.25245098039215685,0.2589686098654709,0.26344676180021953,0.23207776427703525,0.2376847290640394
hsa153,0.220763723150358,0.24429967426710097,0.25163398692810457,0.27177700348432055,0.23197115384615385,0.26461211477151964,1,0.2635135135135135,0.200734394124847,0.2537142857142857,0.24444444444444444,0.2631016042780749,0.2252922422954304,0.24976525821596243,0.2672955974842767,0.25819265143992054,0.2776595744680851,0.27135135135135136,0.23636363636363636,0.2588369441277081,0.24729891956782712,0.2421972534332085,0.2502818489289741,0.20933165195460277,0.2826086956521739,0.23076923076923078,0.24161849710982658,0.24094707520891365,0.2903533906399236,0.27537688442211056,0.3272933182332956,0.2710084033613445,0.24207188160676532,0.25608342989571264,0.29242262540021347,0.29082774049217003,0.2697881828316611,0.24624277456647398,0.24530516431924881,0.21785714285714286,0.22235434007134364,0.24686192468619247,0.2465166130760986,0.2608173076923077,0.2907103825136612,0.2578616352201258,0.24655963302752293,0.23542857142857143,0.23970432946145723,0.2530562347188264,0.21942446043165467,0.24907063197026022,0.2278177458033573,0.20689655172413793,0.2660217654171705,0.2605042016806723,0.22289890377588306,0.2543352601156069,0.25519630484988454,0.23222748815165878,0.22621809744779584,0.19291819291819293,0.22603550295857988,0.2429245283018868,0.25586854460093894,0.25833333333333336,0.24533001245330013,0.27208480565371024,0.2054120541205412,0.2857142857142857,0.2330736968244458,0.26948775055679286,0.2466765140324963,0.25378514780100936,0.23592175459395376,0.27071005917159763,0.24676258992805755,0.24222704266088213,0.21484653818700927,0.24168514412416853,0.25190839694656486,0.24412094064949608,0.2695035460992908,0.27405857740585776,0.2252141982864137,0.27796610169491526,0.23596792668957617,0.2721164613661814,0.2872467222884386,0.2412121212121212,0.218863361547763,0.23809523809523808,0.2787418655097614,0.2422062350119904,0.23693803159173754
hsa154,0.2454780361757106,0.2718786464410735,0.27400468384074944,0.24466750313676286,0.2565104166666667,0.2725199543899658,0.2635135135135135,1,0.249667994687915,0.2589395807644883,0.25916561314791403,0.24913892078071181,0.24629418472063855,0.2647352647352647,0.2606741573033708,0.2598091198303287,0.2545662100456621,0.24738675958188153,0.26544021024967146,0.1918819188191882,0.25227568270481143,0.2564450474898236,0.275820170109356,0.24554183813443073,0.24299065420560748,0.2505567928730512,0.2596754057428215,0.23542274052478135,0.2461851475076297,0.26745435016111707,0.24175824175824176,0.27815315315315314,0.272108843537415,0.28911138923654567,0.24284077892325315,0.2216867469879518,0.27490996398559425,0.264669163545568,0.24619289340101522,0.2603092783505155,0.24967824967824967,0.27802690582959644,0.2646720368239356,0.24869791666666666,0.2256169212690952,0.2662921348314607,0.25866336633663367,0.27373612823674476,0.2797281993204983,0.22546419098143236,0.2532467532467532,0.2503364737550471,0.2597402597402597,0.24197860962566844,0.23853211009174313,0.20806241872561768,0.2628797886393659,0.2534332084893883,0.2655860349127182,0.258974358974359,0.2543859649122807,0.23973509933774834,0.2535211267605634,0.24489795918367346,0.23477157360406092,0.23067010309278352,0.2259810554803789,0.23057324840764332,0.24699599465954605,0.25798212005108556,0.21744548286604362,0.23538581449727203,0.25503875968992246,0.24489795918367346,0.21318545902649413,0.23680124223602483,0.24509803921568626,0.24260803639120546,0.24083769633507854,0.28162291169451076,0.24970691676436108,0.2569360675512666,0.22634271099744246,0.2645739910313901,0.25232403718459495,0.24238733252131547,0.25710754017305315,0.24125452352231605,0.24,0.24310118265440211,0.2634338138925295,0.2634088200238379,0.24708624708624707,0.23896103896103896,0.2318840579710145
hsa64805,0.25604551920341395,0.2506361323155216,0.23499361430395913,0.209366391184573,0.24533715925394547,0.24813895781637718,0.200734394124847,0.249667994687915,1,0.22972972972972974,0.25,0.23375,0.24441687344913152,0.24731182795698925,0.23809523809523808,0.2408256880733945,0.22857142857142856,0.22278481012658227,0.23333333333333334,0.15498652291105122,0.2191977077363897,0.22822822822822822,0.22872340425531915,0.24164133738601823,0.2140127388535032,0.2430471584038694,0.2534246575342466,0.21521906225980014,0.20723684210526316,0.2302325581395349,0.18716577540106952,0.2460220318237454,0.24907521578298397,0.24587912087912087,0.20448877805486285,0.1857707509881423,0.23753280839895013,0.25205479452054796,0.2384937238493724,0.251063829787234,0.25920679886685555,0.23995127892813642,0.24436090225563908,0.23672883787661406,0.2205128205128205,0.2588522588522589,0.2537313432835821,0.26216216216216215,0.24630541871921183,0.20497803806734993,0.2317596566523605,0.24851190476190477,0.2703862660944206,0.24076809453471196,0.22687861271676302,0.1819484240687679,0.2653061224489796,0.21643835616438356,0.23392612859097128,0.2623413258110014,0.25722145804676755,0.26900584795321636,0.2647887323943662,0.23983169705469845,0.21896792189679218,0.2226950354609929,0.21107784431137724,0.1876750700280112,0.27728613569321536,0.22612359550561797,0.19295958279009126,0.2145214521452145,0.23379819524200163,0.22124600638977635,0.18685567010309279,0.21199671322925226,0.21912350597609562,0.2283653846153846,0.22511848341232227,0.25945241199478486,0.23273657289002558,0.23746701846965698,0.19971870604781997,0.22168087697929353,0.2595307917888563,0.22,0.24525745257452575,0.21372031662269128,0.22301136363636365,0.24492753623188407,0.25578034682080925,0.2578125,0.21473951715374842,0.22746781115879827,0.22674418604651161
hsa1814,0.23127463863337713,0.2713270142180095,0.3103448275862069,0.25255102040816324,0.25298013245033113,0.27546296296296297,0.2537142857142857,0.2589395807644883,0.22972972972972974,1,0.2634961439588689,0.24708624708624707,0.24421296296296297,0.24595141700404857,0.26225769669327254,0.25483870967741934,0.253765932792584,0.2783018867924528,0.24331550802139038,0.2125,0.2605820105820106,0.2472375690607735,0.26049382716049385,0.24720670391061453,0.25741399762752076,0.26440677966101694,0.2703045685279188,0.23841059602649006,0.26804123711340205,0.28649237472766886,0.26054590570719605,0.264,0.25891829689298046,0.2786259541984733,0.2627906976744186,0.2533659730722154,0.2682926829268293,0.2703045685279188,0.2761290322580645,0.27522935779816515,0.2630890052356021,0.24914675767918087,0.2570093457943925,0.280794701986755,0.2529832935560859,0.28506271379703535,0.2792452830188679,0.2631578947368421,0.24597701149425288,0.26045883940620784,0.24834874504623514,0.24794520547945206,0.23381770145310435,0.23809523809523808,0.264,0.23412698412698413,0.2325268817204301,0.26015228426395937,0.27756653992395436,0.24511082138200782,0.23694267515923567,0.2223719676549865,0.24869791666666666,0.26459143968871596,0.2541935483870968,0.2673656618610747,0.2534435261707989,0.2538860103626943,0.24048913043478262,0.2753246753246753,0.21105527638190955,0.2409448818897638,0.2490211433046202,0.24122137404580152,0.21739130434782608,0.24,0.2399086062452399,0.23583460949464014,0.23338368580060423,0.2496969696969697,0.25476190476190474,0.2622549019607843,0.2535760728218466,0.26393629124004553,0.23648648648648649,0.275990099009901,0.2650753768844221,0.26838235294117646,0.2532808398950131,0.2606951871657754,0.24933333333333332,0.25544794188861986,0.27692307692307694,0.24966974900924702,0.25603217158176944
