,hsa338442,hsa1812,hsa1813,hsa5739,hsa9052,hsa148,hsa153,hsa154,hsa64805,hsa1814,hsa4986,hsa1128,hsa1129,hsa1131,hsa1132,hsa1133,hsa150,hsa151,hsa3577,hsa5731,hsa5732,hsa134,hsa135,hsa140,hsa11255,hsa3269,hsa59340,hsa2550,hsa146,hsa147,hsa155,hsa1816,hsa3356,hsa3360,hsa152,hsa1815,hsa3350,hsa3351,hsa3352,hsa3354,hsa3355,hsa3357,hsa3358,hsa3361,hsa3362,hsa3363,hsa3274,hsa4988,hsa1268,hsa6915,hsa5737,hsa136,hsa185,hsa10800,hsa1241,hsa56413,hsa57105,hsa5733,hsa6751,hsa6752,hsa8843,hsa10161,hsa2846,hsa5028,hsa5029,hsa5030,hsa5031,hsa5032,hsa9934,hsa4985,hsa2911,hsa2912,hsa2913,hsa2914,hsa2915,hsa2916,hsa2917,hsa2918,hsa222545,hsa1909,hsa1910,hsa552,hsa554,hsa9283,hsa5724,hsa23620,hsa7201,hsa6753,hsa6755,hsa4543,hsa1234,hsa886,hsa887,hsa5729,hsa6010
hsa338442,1,0.4252163164400494,0.42555831265508687,0.38584779706275035,0.43194444444444446,0.41133896260554886,0.37857142857142856,0.43170103092783507,0.4397163120567376,0.41153342070773263,0.4347240915208614,0.3863912515188335,0.39324487334137515,0.3756558237145855,0.3978622327790974,0.37988826815642457,0.39492753623188404,0.3997539975399754,0.44600280504908835,0.3437908496732026,0.4077669902912621,0.4223512336719884,0.42193548387096774,0.43171806167400884,0.3948019801980198,0.4152941176470588,0.43824701195219123,0.27416918429003023,0.34866310160427805,0.3895809739524349,0.3631647211413748,0.4095238095238095,0.40167865707434053,0.44607190412782954,0.3696969696969697,0.3554987212276215,0.42547770700636944,0.4209827357237716,0.42027027027027025,0.43131868131868134,0.4252400548696845,0.40639810426540285,0.4190012180267966,0.42916666666666664,0.3823163138231631,0.4168646080760095,0.4355263157894737,0.43119266055045874,0.41916167664670656,0.3937677053824363,0.4404432132963989,0.4115107913669065,0.4404432132963989,0.43,0.386013986013986,0.3592233009708738,0.44569816643159377,0.41832669322709165,0.41909814323607425,0.4371584699453552,0.476,0.4229137199434229,0.4392905866302865,0.4361413043478261,0.39594594594594595,0.40796703296703296,0.3907380607814761,0.3948439620081411,0.41797432239657634,0.4204081632653061,0.23314065510597304,0.2931174089068826,0.2922705314009662,0.2847058823529412,0.23047619047619047,0.29274193548387095,0.284037558685446,0.28560188827694727,0.2816136539953452,0.4417721518987342,0.422360248447205,0.41613316261203587,0.40054495912806537,0.3803317535545024,0.4425531914893617,0.38421733505821476,0.4191852825229961,0.38156209987195905,0.4030261348005502,0.42917251051893407,0.44475524475524475,0.42351453855878635,0.37037037037037035,0.4224376731301939,0.4050632911392405
hsa1812,0.4252163164400494,1,0.4454443194600675,0.390625,0.42341220423412207,0.44627192982456143,0.40411700975081255,0.440046565774156,0.41878172588832485,0.42907801418439717,0.43946731234866826,0.41721854304635764,0.4407894736842105,0.4266409266409266,0.4335135135135135,0.4294478527607362,0.42151481888035125,0.4140625,0.4082914572864322,0.3561320754716981,0.40422885572139305,0.4183937823834197,0.4289044289044289,0.39267015706806285,0.4175084175084175,0.4340836012861736,0.4354066985645933,0.3169864960909737,0.3929273084479371,0.4409937888198758,0.37822014051522246,0.4496208017334778,0.44601962922573607,0.4448441247002398,0.3975770925110132,0.3630057803468208,0.44930875576036866,0.4533492822966507,0.44106925880923453,0.42663378545006164,0.43842364532019706,0.447680690399137,0.43473451327433627,0.43462017434620176,0.3939051918735892,0.4464864864864865,0.4460260972716489,0.4444444444444444,0.4531590413943355,0.38276299112801015,0.4248447204968944,0.4138817480719794,0.42111801242236024,0.4074074074074074,0.38721804511278196,0.35572139303482586,0.4166666666666667,0.42105263157894735,0.4241338112305854,0.4404907975460123,0.44057623049219685,0.4189873417721519,0.4325980392156863,0.4346764346764347,0.40704738760631837,0.406905055487053,0.39276485788113696,0.38902439024390245,0.4145408163265306,0.42665036674816625,0.27195121951219514,0.33839150227617604,0.3366037735849057,0.3284241531664212,0.2689987937273824,0.3371126228269085,0.32770022042615726,0.3293943870014771,0.3250728862973761,0.44215349369988544,0.44256756756756754,0.4479166666666667,0.4039167686658507,0.4228694714131607,0.4200507614213198,0.40654205607476634,0.4395734597156398,0.4050925925925926,0.40370370370370373,0.4158291457286432,0.41478696741854637,0.4462242562929062,0.4008958566629339,0.40248447204968946,0.4068010075566751
hsa1813,0.42555831265508687,0.4454443194600675,1,0.38118214716525933,0.415,0.44114411441144114,0.3978260869565217,0.4380841121495327,0.4178343949044586,0.43534994068801897,0.44471445929526127,0.4263565891472868,0.4444444444444444,0.41529525653436594,0.44685466377440347,0.4358974358974359,0.4118942731277533,0.40985442329227323,0.4123581336696091,0.34911242603550297,0.4069912609238452,0.42002600780234073,0.42105263157894735,0.4099868593955322,0.4099099099099099,0.44408602150537635,0.4225690276110444,0.31552706552706555,0.3733990147783251,0.4226375908618899,0.3772032902467685,0.4315217391304348,0.43544857768052514,0.4404332129963899,0.3878453038674033,0.3654292343387471,0.446242774566474,0.45138055222088835,0.4268292682926829,0.43935643564356436,0.4437577255871446,0.44155844155844154,0.4528301886792453,0.43,0.3884484711211778,0.4566160520607375,0.4452380952380952,0.45195729537366547,0.4491803278688525,0.38040712468193383,0.4226932668329177,0.4038709677419355,0.4251870324189526,0.41794871794871796,0.379874213836478,0.352059925093633,0.4207858048162231,0.4177671068427371,0.4316546762589928,0.4396551724137931,0.43253012048192774,0.4167725540025413,0.42435424354243545,0.4338235294117647,0.41341463414634144,0.41707920792079206,0.3865110246433204,0.3929008567931457,0.40973111395646605,0.42208588957055215,0.2706169822846671,0.33460076045627374,0.3350983358547655,0.32693726937269374,0.2676737160120846,0.3340909090909091,0.32621502209131076,0.32790525536639525,0.32359386413440466,0.4436781609195402,0.4440677966101695,0.4332171893147503,0.40540540540540543,0.41233766233766234,0.4191082802547771,0.4196951934349355,0.44946492271105826,0.41114982578397213,0.39776951672862454,0.4287515762925599,0.4125786163522013,0.4431687715269805,0.4,0.4077306733167082,0.4020227560050569
hsa5739,0.38584779706275035,0.390625,0.38118214716525933,1,0.40242261103633914,0.4072769953051643,0.4275782155272306,0.38423028785982477,0.3557692307692308,0.41603053435114506,0.38511749347258484,0.4148936170212766,0.3626760563380282,0.3729508196721312,0.4,0.3867102396514161,0.4018801410105758,0.4270334928229665,0.39945652173913043,0.4302030456852792,0.43010752688172044,0.38342696629213485,0.4348370927318296,0.3664772727272727,0.4416365824308063,0.38946162657502864,0.38144329896907214,0.2865627319970304,0.3924843423799583,0.40176600441501104,0.4282115869017632,0.4044032444959444,0.3757292882147025,0.4018087855297158,0.41509433962264153,0.4322981366459627,0.41955445544554454,0.3943298969072165,0.3853211009174312,0.374167776298269,0.3696808510638298,0.3806228373702422,0.38388625592417064,0.4037685060565276,0.44552058111380144,0.4115606936416185,0.40357598978288634,0.38676844783715014,0.3881118881118881,0.4430727023319616,0.3946308724832215,0.4025069637883008,0.36644295302013424,0.355463347164592,0.4444444444444444,0.43548387096774194,0.383879781420765,0.4213917525773196,0.41312741312741313,0.37350993377483444,0.38809831824062097,0.34794520547945207,0.36772486772486773,0.38998682476943347,0.41939711664482304,0.42876165113182424,0.41876750700280113,0.45263157894736844,0.35911602209944754,0.42744063324538256,0.24430379746835443,0.3068362480127186,0.30513833992094863,0.29738058551617874,0.24155193992490614,0.3056215360253365,0.29669485011529595,0.2982998454404946,0.2942073170731707,0.3849938499384994,0.4178743961352657,0.4079601990049751,0.45046235138705415,0.41637831603229525,0.36538461538461536,0.4271356783919598,0.3737244897959184,0.4129353233830846,0.43466666666666665,0.37771739130434784,0.37533875338753386,0.40786240786240785,0.4309723889555822,0.4348993288590604,0.3692098092643052
hsa9052,0.43194444444444446,0.42341220423412207,0.415,0.40242261103633914,1,0.4240583232077764,0.3980815347721823,0.44025974025974024,0.43061516452074394,0.4385733157199472,0.42740841248303935,0.4149326805385557,0.402187120291616,0.37697993664202745,0.4019138755980861,0.3892013498312711,0.40875912408759124,0.41263940520446096,0.44695898161244696,0.35177865612648224,0.43216783216783217,0.42752562225475843,0.4213263979193758,0.4237037037037037,0.42019950124688277,0.4206161137440758,0.43373493975903615,0.2708649468892261,0.37351991388589884,0.4013683010262258,0.3803921568627451,0.407673860911271,0.4166666666666667,0.44966442953020136,0.3882783882783883,0.3711340206185567,0.43902439024390244,0.43775100401606426,0.4196185286103542,0.43213296398891965,0.4315352697095436,0.4224343675417661,0.4134969325153374,0.45098039215686275,0.4002509410288582,0.4222488038277512,0.4363395225464191,0.4187582562747688,0.42460796139927626,0.42,0.4301675977653631,0.4339622641509434,0.4329608938547486,0.4164265129682997,0.4076163610719323,0.38181818181818183,0.43812233285917496,0.4350736278447122,0.42780748663101603,0.43526170798898073,0.4381720430107527,0.4051355206847361,0.4236588720770289,0.44794520547945205,0.42370572207084467,0.4293628808864266,0.41021897810218977,0.4103967168262654,0.41294964028776976,0.4252400548696845,0.23017408123791103,0.290480065093572,0.28883495145631066,0.28132387706855794,0.22753346080305928,0.2893030794165316,0.2806603773584906,0.28221343873517785,0.2782540919719408,0.44005102040816324,0.4330413016270338,0.42451612903225805,0.4107142857142857,0.40930787589498807,0.43061516452074394,0.41460234680573665,0.4251655629139073,0.40516129032258064,0.4174757281553398,0.4214992927864215,0.43723554301833567,0.43821656050955415,0.39925373134328357,0.4329608938547486,0.42836879432624114
hsa148,0.41133896260554886,0.44627192982456143,0.44114411441144114,0.4072769953051643,0.4240583232077764,1,0.41039236479321317,0.44254835039817975,0.400990099009901,0.44226327944572746,0.4302600472813239,0.42548596112311016,0.4313304721030043,0.41950757575757575,0.42857142857142855,0.4258517034068136,0.4221267454350161,0.4268558951965066,0.4068627450980392,0.3640552995391705,0.41019417475728154,0.4053030303030303,0.4396355353075171,0.39285714285714285,0.43029637760702527,0.44491080797481636,0.433411214953271,0.3258584442887176,0.40655105973025046,0.43711967545638947,0.38215102974828374,0.43902439024390244,0.439701173959445,0.4379391100702576,0.40948275862068967,0.37966101694915255,0.44481981981981983,0.4310747663551402,0.41874258600237246,0.4175691937424789,0.43028846153846156,0.4371700105596621,0.44047619047619047,0.42770352369380316,0.40066225165562913,0.4560846560846561,0.43453070683661643,0.42032332563510394,0.44989339019189767,0.39555006180469715,0.4266666666666667,0.40225563909774437,0.4121212121212121,0.40846824408468246,0.3899755501222494,0.3616504854368932,0.41379310344827586,0.4217289719626168,0.4340723453908985,0.42035928143712575,0.42555685814771393,0.39382716049382716,0.4043062200956938,0.42193087008343266,0.40213523131672596,0.4151624548736462,0.3891687657430731,0.4011904761904762,0.41044776119402987,0.41408114558472553,0.28072289156626506,0.34678624813153963,0.3464684014869889,0.3381712626995646,0.27771156138259834,0.3469843633655994,0.33743664011585806,0.33915574963609896,0.33477011494252873,0.43784994400895855,0.45154185022026433,0.4343891402714932,0.4038231780167264,0.440337909186906,0.41336633663366334,0.4246575342465753,0.4270833333333333,0.41968325791855204,0.41325301204819276,0.4117647058823529,0.4132029339853301,0.44742729306487694,0.42278203723986857,0.4084848484848485,0.3968058968058968
hsa153,0.37857142857142856,0.40411700975081255,0.3978260869565217,0.4275782155272306,0.3980815347721823,0.41039236479321317,1,0.3898876404494382,0.34676434676434675,0.40820980615735464,0.3990665110851809,0.4215581643543223,0.37857900318133614,0.38425492033739456,0.4121338912133891,0.4043607532210109,0.43312101910828027,0.43042071197411,0.38694074969770254,0.42207053469852107,0.41077844311377243,0.37733499377334995,0.42069741282339707,0.3559748427672956,0.4403470715835141,0.3993775933609959,0.3875432525951557,0.32614742698191934,0.43469971401334606,0.43229689067201604,0.44519774011299434,0.42138364779874216,0.3818565400843882,0.3942196531791908,0.44195953141640043,0.45200892857142855,0.42046718576195774,0.4013840830449827,0.3840749414519906,0.3693586698337292,0.3760379596678529,0.38204592901878914,0.39358288770053473,0.41127098321342925,0.440567066521265,0.4320083682008368,0.40045766590389015,0.3808437856328392,0.3993677555321391,0.39878048780487807,0.3827751196172249,0.39184177997527814,0.35645933014354064,0.35135135135135137,0.4161640530759952,0.39880239520958083,0.37424058323207776,0.4117647058823529,0.41244239631336405,0.375886524822695,0.3854166666666667,0.3447015834348356,0.36363636363636365,0.38588235294117645,0.41920374707259955,0.40380047505938244,0.3838509316770186,0.42303172737955347,0.350920245398773,0.4216725559481743,0.28545780969479356,0.3506300963676798,0.33775811209439527,0.3412526997840173,0.2824156305506217,0.3522895125553914,0.3426724137931034,0.3386281588447653,0.3207412687099073,0.3805309734513274,0.4102285092491839,0.40782122905027934,0.4268867924528302,0.42171189979123175,0.3626373626373626,0.41939120631341603,0.3782857142857143,0.4223463687150838,0.4149821640903686,0.37726723095526,0.3594692400482509,0.4,0.43722943722943725,0.4055023923444976,0.36363636363636365
hsa154,0.43170103092783507,0.440046565774156,0.4380841121495327,0.38423028785982477,0.44025974025974024,0.44254835039817975,0.3898876404494382,1,0.423841059602649,0.4317343173431734,0.4426229508196721,0.4054982817869416,0.42662116040955633,0.4057826520438684,0.41816143497757846,0.41164021164021164,0.42255125284738043,0.4206257242178447,0.43119266055045874,0.3337423312883436,0.40207522697795073,0.41542625169147496,0.4387878787878788,0.41450068399452805,0.40442890442890445,0.43777777777777777,0.42839352428393523,0.3005822416302766,0.37360406091370557,0.4115755627009646,0.36662606577344703,0.4460674157303371,0.43891402714932126,0.45692883895131087,0.38857142857142857,0.3581730769230769,0.43952095808383235,0.43212951432129515,0.41265822784810124,0.4267352185089974,0.43774069319640563,0.43512304250559286,0.4293915040183697,0.42987012987012985,0.3810082063305979,0.4405829596412556,0.44320987654320987,0.4354243542435424,0.43954802259887005,0.3941798941798942,0.4326424870466321,0.42013422818791946,0.41968911917098445,0.43066666666666664,0.3803921568627451,0.3463035019455253,0.43346508563899866,0.41967621419676215,0.43283582089552236,0.4475703324808184,0.44125,0.42932628797886396,0.438058748403576,0.4402035623409669,0.4,0.40616966580976865,0.3805668016194332,0.386277001270648,0.4167776298268975,0.41656050955414015,0.2570006222775358,0.32140077821011676,0.31965944272445823,0.31169811320754715,0.2541538461538462,0.3201550387596899,0.31099397590361444,0.3126419379258138,0.3084391336818521,0.4511904761904762,0.4327485380116959,0.4332129963898917,0.3877551020408163,0.41834451901565994,0.4463576158940397,0.3985419198055893,0.44512946979038226,0.4043321299638989,0.39768339768339767,0.42988204456094364,0.44052287581699345,0.4328180737217598,0.39069767441860465,0.4015544041450777,0.41655716162943496
hsa64805,0.4397163120567376,0.41878172588832485,0.4178343949044586,0.3557692307692308,0.43061516452074394,0.400990099009901,0.34676434676434675,0.423841059602649,1,0.4002695417789757,0.42105263157894735,0.38403990024937656,0.39851485148514854,0.3648068669527897,0.3946406820950061,0.3707093821510298,0.38909541511771994,0.375,0.42485549132947975,0.30376344086021506,0.38571428571428573,0.41916167664670656,0.3912466843501326,0.42727272727272725,0.36721728081321475,0.39806996381182147,0.41530054644808745,0.2624712202609363,0.32603938730853393,0.38167053364269143,0.3333333333333333,0.3894993894993895,0.4059040590405904,0.4301369863013699,0.35074626865671643,0.328515111695138,0.4201570680628272,0.42896174863387976,0.4102920723226704,0.4229137199434229,0.4307909604519774,0.40583232077764275,0.3975,0.413447782546495,0.3554987212276215,0.3995127892813642,0.4248985115020298,0.42318059299191374,0.41277641277641275,0.3605839416058394,0.4165477888730385,0.4094955489614243,0.4507845934379458,0.44477172312223856,0.3573487031700288,0.32571428571428573,0.438953488372093,0.3907103825136612,0.39836289222373805,0.4472573839662447,0.438957475994513,0.4518950437317784,0.4550561797752809,0.43356643356643354,0.37552155771905427,0.38048090523338046,0.3716417910447761,0.36033519553072624,0.4470588235294118,0.39915966386554624,0.22265625,0.28171334431630973,0.2800982800982801,0.2727272727272727,0.22007722007722008,0.280557834290402,0.2720763723150358,0.2736,0.2697160883280757,0.43302990897269183,0.4107142857142857,0.4039473684210526,0.35624123422159887,0.36573511543134873,0.4517543859649123,0.35771276595744683,0.43513513513513513,0.35789473684210527,0.38243626062322944,0.42052023121387283,0.44668587896253603,0.41948051948051945,0.35107731305449935,0.38373751783166904,0.4057971014492754
hsa1814,0.41153342070773263,0.42907801418439717,0.43534994068801897,0.41603053435114506,0.4385733157199472,0.44226327944572746,0.40820980615735464,0.4317343173431734,0.4002695417789757,1,0.4282051282051282,0.43372093023255814,0.4226327944572748,0.3929292929292929,0.4311717861205916,0.4227467811158798,0.40115606936416187,0.4164705882352941,0.4266666666666667,0.36783042394014964,0.4366754617414248,0.41460055096418735,0.4408866995073892,0.41225626740947074,0.4236686390532544,0.42728297632469,0.42658227848101266,0.29390154298310067,0.38271604938271603,0.4076086956521739,0.4034653465346535,0.427594070695553,0.41561423650975887,0.44923857868020306,0.4025522041763341,0.38583638583638585,0.44282238442822386,0.4417721518987342,0.42857142857142855,0.4287581699346405,0.4151436031331593,0.42224744608399545,0.4254079254079254,0.44914134742404227,0.40595238095238095,0.4402730375426621,0.4617314930991217,0.4325,0.4369266055045872,0.423956931359354,0.4268774703557312,0.43989071038251365,0.4057971014492754,0.4056987788331072,0.4148936170212766,0.3786279683377309,0.4249329758713137,0.4506329113924051,0.4563843236409608,0.42392717815344605,0.4193138500635324,0.40591397849462363,0.41948051948051945,0.4359637774902975,0.435006435006435,0.44052287581699345,0.4217032967032967,0.42377260981912146,0.3970189701897019,0.43134715025906734,0.25094102885821834,0.31446540880503143,0.3127443315089914,0.3048780487804878,0.24813895781637718,0.31323414252153486,0.3041825095057034,0.3058103975535168,0.30165912518853694,0.4316807738814994,0.4323040380047506,0.44254278728606355,0.42282749675745784,0.44154370034052215,0.42183288409703507,0.43950617283950616,0.4348370927318296,0.4278728606356968,0.43586387434554974,0.43066666666666664,0.425531914893617,0.4384057971014493,0.4297520661157025,0.4321475625823452,0.4197860962566845
